VehicleModel,VehicleYear,PartName,HoursOfOperation,SupplierName,ClaimDate,SettlementAmount,MaintenanceFrequency,EnvironmentCondition,OperationalIntensity,WarrantyStatus,PreviousFailures,pass_fail
Model C,2019,,2404.0,AutoPartsCo,2022-05-30 11:02:37.252417472,852.9860914551256,500 hours,Rural,Moderate,In Warranty,1,pass
Model B,2022,Radiator,4585.0,,2022-05-31 01:39:23.587862624,87.24359569134404,1000 hours,Rural,Moderate,In Warranty,3,pass
Model C,2016,,1026.0,AutoPartsCo,2022-05-31 16:16:09.923307776,116.48661081387702,1500 hours,Coastal,Heavy,Out of Warranty,3,pass
Model C,2018,Brake,784.0,DriveLineTech,2022-06-01 06:52:56.258752912,1385.3672065094195,1000 hours,Urban,Heavy,Out of Warranty,1,pass
Model B,2022,Headlight,2518.0,DriveLineTech,2022-06-01 21:29:42.594198064,1683.5905810596396,1500 hours,Mountainous,Light,In Warranty,3,pass
Model D,2016,,2590.0,RideEquipCorp,2022-06-02 12:06:28.929643216,1430.0201276218834,1500 hours,Urban,Light,In Warranty,4,pass
Model A,2021,Headlight,682.0,AutoPartsCo,2022-06-03 02:43:15.265088368,841.4811175792146,500 hours,Coastal,Light,Out of Warranty,3,pass
Model D,2022,Radiator,4318.0,AutoPartsCo,2022-06-03 17:20:01.600533504,110.71468896461064,500 hours,Urban,Moderate,In Warranty,0,fail
Model A,2022,Alternator,4149.0,AutoPartsCo,2022-06-04 07:56:47.935978656,1936.433178958698,500 hours,Urban,Moderate,In Warranty,2,fail
Model C,2017,Headlight,2951.0,RideEquipCorp,2022-06-04 22:33:34.271423808,1973.355321208269,1000 hours,Urban,Moderate,In Warranty,4,pass
Model A,2020,Engine,1713.0,DriveLineTech,2022-06-05 13:10:20.606868960,1121.2608753163238,,Mountainous,Light,Out of Warranty,1,pass
Model C,2019,Headlight,2065.0,MotoComponentsLtd,2022-06-06 03:47:06.942314112,187.8083811554559,500 hours,Coastal,Light,In Warranty,2,fail
Model D,2017,Brake,,AutoPartsCo,2022-06-06 18:23:53.277759248,1104.8963865332105,1000 hours,Coastal,Light,In Warranty,4,fail
Model C,2015,Radiator,4113.0,RideEquipCorp,2022-06-07 09:00:39.613204400,1790.0600169305762,1000 hours,Coastal,Light,Out of Warranty,2,fail
Model D,2019,Radiator,2680.0,RideEquipCorp,2022-06-07 23:37:25.948649552,13759.717447500163,1500 hours,Rural,Heavy,In Warranty,3,fail
Model B,2017,Radiator,3922.0,MotoComponentsLtd,2022-06-08 14:14:12.284094704,1453.9790005138123,1000 hours,Rural,Heavy,In Warranty,1,fail
Model B,2018,Radiator,1104.0,DriveLineTech,2022-06-09 04:50:58.619539840,215.6911829928861,1500 hours,Coastal,Heavy,Out of Warranty,1,pass
Model B,2019,,430.0,AutoPartsCo,2022-06-09 19:27:44.954984992,257.69769221201284,500 hours,Urban,Light,Out of Warranty,0,pass
Model C,2019,Radiator,3132.0,AutoPartsCo,2022-06-10 10:04:31.290430144,298.33011393297625,1000 hours,Urban,Heavy,In Warranty,3,fail
Model B,2016,Alternator,2441.0,RideEquipCorp,2022-06-11 00:41:17.625875296,1813.5348256389357,1500 hours,Coastal,Heavy,Out of Warranty,0,pass
Model A,2018,Engine,,DriveLineTech,2022-06-11 15:18:03.961320448,1075.406790714436,1000 hours,Mountainous,Light,In Warranty,0,fail
Model D,2015,Radiator,4311.0,AutoPartsCo,2022-06-12 05:54:50.296765584,1593.5714379663327,1500 hours,Mountainous,Heavy,In Warranty,3,pass
Model D,2020,Engine,2797.0,MotoComponentsLtd,2022-06-12 20:31:36.632210736,274.81795677302046,1500 hours,Urban,Light,Out of Warranty,4,fail
,2022,Radiator,2439.0,DriveLineTech,2022-06-13 11:08:22.967655888,1858.9032757417601,1000 hours,Urban,Light,In Warranty,0,pass
Model C,2021,Headlight,3603.0,DriveLineTech,2022-06-14 01:45:09.303101040,1651.2270784195598,500 hours,Rural,Light,Out of Warranty,2,pass
Model C,2017,Radiator,3077.0,RideEquipCorp,2022-06-14 16:21:55.638546176,488.29008231194445,1500 hours,Mountainous,Moderate,Out of Warranty,4,pass
Model D,2016,Brake,,RideEquipCorp,2022-06-15 06:58:41.973991328,1754.6553549232094,500 hours,Urban,Light,Out of Warranty,3,fail
Model B,2017,Alternator,3903.0,AutoPartsCo,2022-06-15 21:35:28.309436480,563.713380823778,1000 hours,Urban,Heavy,In Warranty,1,pass
Model C,2015,Headlight,594.0,RideEquipCorp,2022-06-16 12:12:14.644881632,450.4127647111602,1000 hours,Coastal,Heavy,Out of Warranty,4,fail
Model C,2022,Headlight,3131.0,DriveLineTech,2022-06-17 02:49:00.980326768,565.2756767838141,500 hours,Rural,Light,In Warranty,0,fail
Model A,2015,Brake,,AutoPartsCo,2022-06-17 17:25:47.315771920,1824.4123733815882,1000 hours,Mountainous,Moderate,Out of Warranty,2,fail
Model A,2019,Radiator,2289.0,AutoPartsCo,2022-06-18 08:02:33.651217072,1835.4043717539955,1500 hours,Mountainous,Moderate,Out of Warranty,3,fail
Model B,2021,Alternator,2417.0,DriveLineTech,2022-06-18 22:39:19.986662224,691.5417606415392,500 hours,Rural,Moderate,In Warranty,1,pass
Model C,2015,Headlight,3823.0,AutoPartsCo,2022-06-19 13:16:06.322107376,1425.596660934375,1000 hours,Urban,Heavy,In Warranty,2,pass
Model C,2017,Alternator,2677.0,MotoComponentsLtd,2022-06-20 03:52:52.657552512,1367.7032475701574,1000 hours,Mountainous,Moderate,Out of Warranty,1,pass
Model A,2018,Headlight,3981.0,MotoComponentsLtd,2022-06-20 18:29:38.992997664,1622.7971326542863,500 hours,Mountainous,Moderate,In Warranty,3,fail
Model C,2018,Radiator,2524.0,AutoPartsCo,2022-06-21 09:06:25.328442816,628.1935252771556,1500 hours,Mountainous,Light,In Warranty,4,fail
Model D,2019,Headlight,3180.0,RideEquipCorp,2022-06-21 23:43:11.663887968,1044.7701567252836,500 hours,Coastal,Moderate,Out of Warranty,0,pass
Model A,2020,Headlight,3557.0,MotoComponentsLtd,2022-06-22 14:19:57.999333104,1351.9642044661593,,Rural,Moderate,Out of Warranty,3,pass
Model B,2017,Engine,146.0,AutoPartsCo,2022-06-23 04:56:44.334778256,101.2007966793168,1000 hours,Mountainous,Moderate,In Warranty,2,pass
Model A,2017,Radiator,3908.0,MotoComponentsLtd,2022-06-23 19:33:30.670223408,784.6405533953615,500 hours,Rural,Light,Out of Warranty,4,pass
Model C,2015,Brake,2758.0,RideEquipCorp,2022-06-24 10:10:17.005668560,1406.9822974732094,1500 hours,Urban,Light,Out of Warranty,1,pass
Model B,2021,Brake,3386.0,DriveLineTech,2022-06-25 00:47:03.341113712,542.5604315823102,1500 hours,Rural,Moderate,Out of Warranty,4,pass
,2017,,506.0,AutoPartsCo,2022-06-25 15:23:49.676558848,1917.52300866265,1500 hours,,Heavy,In Warranty,4,pass
,2016,Brake,4418.0,,2022-06-26 06:00:36.012004000,108.81467443833596,500 hours,,Heavy,In Warranty,2,pass
Model D,2020,Radiator,3037.0,AutoPartsCo,2022-06-26 20:37:22.347449152,,1500 hours,Rural,Light,In Warranty,0,pass
Model A,2015,,4138.0,AutoPartsCo,2022-06-27 11:14:08.682894304,472.68954262028006,1500 hours,Coastal,Moderate,Out of Warranty,4,pass
Model D,2016,Engine,3934.0,AutoPartsCo,2022-06-28 01:50:55.018339440,145.20298175447147,1500 hours,Mountainous,Heavy,In Warranty,4,pass
Model D,2019,Brake,10810.0,AutoPartsCo,2022-06-28 16:27:41.353784592,620.3243647859371,1500 hours,Coastal,Moderate,Out of Warranty,0,pass
Model D,2018,Headlight,257.0,RideEquipCorp,2022-06-29 07:04:27.689229744,1583.2504992159393,1000 hours,Urban,Light,Out of Warranty,0,pass
Model B,2019,Radiator,1987.0,DriveLineTech,2022-06-29 21:41:14.024674896,1517.2619125737037,500 hours,Rural,Heavy,Out of Warranty,1,pass
Model D,2018,Alternator,1196.0,RideEquipCorp,2022-06-30 12:18:00.360120048,457.2388120244445,500 hours,Rural,Light,Out of Warranty,1,pass
Model D,2019,Alternator,4349.0,RideEquipCorp,2022-07-01 02:54:46.695565184,4337.407605040088,1500 hours,Urban,Moderate,In Warranty,0,pass
Model D,2017,Radiator,2614.0,DriveLineTech,2022-07-01 17:31:33.031010336,1303.0308358188545,500 hours,Urban,Light,Out of Warranty,3,fail
Model B,2016,Engine,492.0,RideEquipCorp,2022-07-02 08:08:19.366455488,943.2612448676745,500 hours,Urban,Light,Out of Warranty,0,pass
Model A,2018,Brake,4834.0,MotoComponentsLtd,2022-07-02 22:45:05.701900640,1594.9654089952594,1000 hours,Urban,Light,In Warranty,1,pass
Model C,2015,Engine,882.0,RideEquipCorp,2022-07-03 13:21:52.037345776,97.0589184504795,500 hours,,Light,Out of Warranty,2,pass
Model D,2016,Alternator,1511.0,AutoPartsCo,2022-07-04 03:58:38.372790928,1240.3031284831136,1000 hours,Coastal,Heavy,In Warranty,2,pass
Model A,2015,Radiator,3566.0,MotoComponentsLtd,2022-07-04 18:35:24.708236080,,500 hours,Coastal,Moderate,In Warranty,4,fail
,2016,Radiator,1209.0,MotoComponentsLtd,2022-07-05 09:12:11.043681232,1987.1029184559045,1000 hours,Mountainous,Heavy,In Warranty,2,pass
Model B,2016,Engine,436.0,DriveLineTech,2022-07-05 23:48:57.379126368,1373.6243037618515,1000 hours,Urban,Moderate,Out of Warranty,1,pass
Model A,2019,Engine,2091.0,RideEquipCorp,2022-07-06 14:25:43.714571520,502.0980552724343,500 hours,Rural,Moderate,In Warranty,2,pass
Model B,2018,Brake,,RideEquipCorp,2022-07-07 05:02:30.050016672,260.96308001607565,1000 hours,Rural,Moderate,Out of Warranty,3,pass
Model D,2018,Headlight,1768.0,,2022-07-07 19:39:16.385461824,,1000 hours,Rural,Moderate,In Warranty,0,pass
Model D,2021,Headlight,4825.0,RideEquipCorp,2022-07-08 10:16:02.720906976,1070.2069816605213,500 hours,Urban,Moderate,In Warranty,0,pass
Model B,2016,Brake,4100.0,,2022-07-09 00:52:49.056352112,1803.333312467782,1000 hours,,Heavy,In Warranty,1,pass
Model C,2017,Headlight,3459.0,DriveLineTech,2022-07-09 15:29:35.391797264,1466.8856413034862,1000 hours,Mountainous,Moderate,In Warranty,4,pass
Model B,2017,Alternator,739.0,MotoComponentsLtd,2022-07-10 06:06:21.727242416,1043.9977775831103,1000 hours,Mountainous,Light,Out of Warranty,0,pass
Model D,2015,Headlight,1219.0,AutoPartsCo,2022-07-10 20:43:08.062687568,836.9994679920378,1000 hours,Coastal,Heavy,Out of Warranty,2,fail
Model B,2015,Brake,1002.0,MotoComponentsLtd,2022-07-11 11:19:54.398132704,838.5306641630996,1000 hours,Coastal,Heavy,In Warranty,3,pass
Model C,2019,,4929.0,DriveLineTech,2022-07-12 01:56:40.733577856,491.29335799490735,1500 hours,Coastal,Moderate,In Warranty,4,pass
Model B,2016,Radiator,4640.0,DriveLineTech,2022-07-12 16:33:27.069023008,83.78564492360925,1000 hours,Coastal,Light,In Warranty,4,pass
Model C,2015,Engine,3546.0,DriveLineTech,2022-07-13 07:10:13.404468160,1171.075647003857,1000 hours,Rural,Light,Out of Warranty,4,pass
Model C,2015,Alternator,,RideEquipCorp,2022-07-13 21:46:59.739913312,464.2087284202696,1000 hours,Rural,Moderate,In Warranty,0,fail
Model B,2020,Radiator,4892.0,MotoComponentsLtd,2022-07-14 12:23:46.075358448,456.23748956968086,1000 hours,Mountainous,Moderate,In Warranty,4,pass
,2016,Radiator,2534.0,RideEquipCorp,2022-07-15 03:00:32.410803600,294.49339591913696,500 hours,Coastal,Light,Out of Warranty,1,pass
Model A,2022,Brake,1904.0,RideEquipCorp,2022-07-15 17:37:18.746248752,419.7112058445509,1500 hours,Mountainous,Heavy,In Warranty,2,pass
Model D,2019,Engine,3489.0,MotoComponentsLtd,2022-07-16 08:14:05.081693904,111.98884163251847,500 hours,Urban,Heavy,In Warranty,3,pass
Model C,2015,Engine,3281.0,DriveLineTech,2022-07-16 22:50:51.417139040,1364.7513270096374,1500 hours,Coastal,Moderate,In Warranty,2,pass
Model A,2019,Alternator,2647.0,AutoPartsCo,2022-07-17 13:27:37.752584192,832.7243768097538,1000 hours,Coastal,Heavy,In Warranty,1,fail
Model B,2018,Brake,4033.0,AutoPartsCo,2022-07-18 04:04:24.088029344,1144.9729676076329,1000 hours,Mountainous,Heavy,Out of Warranty,1,fail
Model D,2019,Alternator,2241.0,MotoComponentsLtd,2022-07-18 18:41:10.423474496,1292.0673551405591,1500 hours,Mountainous,Light,Out of Warranty,2,pass
Model A,2022,Headlight,2685.0,MotoComponentsLtd,2022-07-19 09:17:56.758919632,1946.3448964385104,1500 hours,Urban,Heavy,Out of Warranty,0,fail
Model C,2017,Radiator,706.0,,2022-07-19 23:54:43.094364784,183.11843841822693,500 hours,Mountainous,Light,In Warranty,1,pass
Model A,2022,Alternator,3862.0,MotoComponentsLtd,2022-07-20 14:31:29.429809936,864.9394854213041,1500 hours,Coastal,Moderate,In Warranty,4,fail
Model C,2017,Radiator,3390.0,MotoComponentsLtd,2022-07-21 05:08:15.765255088,529.500970376638,1000 hours,Rural,Moderate,Out of Warranty,3,fail
Model B,2019,Brake,3961.0,DriveLineTech,2022-07-21 19:45:02.100700240,979.5882671207876,500 hours,Urban,Light,In Warranty,3,pass
Model D,2017,Headlight,1846.0,DriveLineTech,2022-07-22 10:21:48.436145376,1844.920986197082,1500 hours,Urban,Light,In Warranty,1,pass
Model D,2018,Brake,4413.0,RideEquipCorp,2022-07-23 00:58:34.771590528,1461.769317233895,1500 hours,Coastal,Moderate,Out of Warranty,4,fail
Model D,2016,Headlight,1812.0,MotoComponentsLtd,2022-07-23 15:35:21.107035680,1340.801693635792,500 hours,Rural,Light,Out of Warranty,2,pass
Model B,2017,Headlight,4522.0,,2022-07-24 06:12:07.442480832,910.4294590407959,1500 hours,Mountainous,Moderate,In Warranty,3,pass
Model C,2017,Radiator,3335.0,MotoComponentsLtd,2022-07-24 20:48:53.777925968,1358.6693718301499,1000 hours,Mountainous,Moderate,Out of Warranty,4,pass
Model B,2019,Brake,1635.0,AutoPartsCo,2022-07-25 11:25:40.113371120,113.13198568509577,,Rural,Moderate,In Warranty,4,fail
Model D,2018,Brake,3613.0,AutoPartsCo,2022-07-26 02:02:26.448816272,1193.1654104582942,1500 hours,Rural,Moderate,Out of Warranty,0,fail
Model B,2021,Alternator,2490.0,AutoPartsCo,2022-07-26 16:39:12.784261424,1129.8642970685341,1000 hours,Coastal,Moderate,Out of Warranty,1,pass
,2021,Brake,4634.0,RideEquipCorp,2022-07-27 07:15:59.119706560,,1500 hours,Mountainous,Moderate,In Warranty,4,fail
Model B,2021,Alternator,4867.0,DriveLineTech,2022-07-27 21:52:45.455151712,442.9525445770114,500 hours,Coastal,Heavy,In Warranty,2,pass
Model C,2021,Engine,3150.0,DriveLineTech,2022-07-28 12:29:31.790596864,1624.733324448637,1500 hours,,Heavy,Out of Warranty,3,fail
Model A,2016,Engine,3294.0,RideEquipCorp,2022-07-29 03:06:18.126042016,,1500 hours,Mountainous,Moderate,In Warranty,0,pass
Model A,2022,Engine,1090.0,DriveLineTech,2022-07-29 17:43:04.461487168,185.86208562599617,1500 hours,,Heavy,In Warranty,2,pass
,2019,Brake,3177.0,RideEquipCorp,2022-07-30 08:19:50.796932320,909.0174007690858,1000 hours,Coastal,Light,In Warranty,3,pass
Model A,2019,Brake,,MotoComponentsLtd,2022-07-30 22:56:37.132377472,542.4813674467798,1000 hours,Rural,Light,Out of Warranty,1,pass
Model A,2020,Alternator,3679.0,RideEquipCorp,2022-07-31 13:33:23.467822592,1503.6322063386897,1500 hours,Coastal,Moderate,In Warranty,2,pass
Model B,2018,Headlight,2164.0,DriveLineTech,2022-08-01 04:10:09.803267744,1286.6706499963225,1500 hours,Mountainous,Heavy,In Warranty,3,fail
Model B,2021,Alternator,1727.0,DriveLineTech,2022-08-01 18:46:56.138712896,1556.4428524469313,500 hours,Urban,Light,Out of Warranty,0,pass
Model D,2016,Engine,3144.0,MotoComponentsLtd,2022-08-02 09:23:42.474158048,683.1239648587122,1500 hours,Urban,Light,Out of Warranty,3,fail
Model A,2018,Alternator,1048.0,RideEquipCorp,2022-08-03 00:00:28.809603200,1494.0119322548414,500 hours,Coastal,Light,Out of Warranty,4,pass
Model C,2021,Headlight,2334.0,MotoComponentsLtd,2022-08-03 14:37:15.145048352,1731.491310251478,1000 hours,Coastal,Light,Out of Warranty,0,pass
Model B,2016,Brake,1639.0,AutoPartsCo,2022-08-04 05:14:01.480493504,723.2852641162149,,Rural,Heavy,In Warranty,2,pass
,2018,Alternator,1211.0,RideEquipCorp,2022-08-04 19:50:47.815938656,712.796851265575,500 hours,Mountainous,Light,In Warranty,1,fail
Model C,2019,Engine,2570.0,MotoComponentsLtd,2022-08-05 10:27:34.151383808,1804.9052376175312,1000 hours,Urban,Light,Out of Warranty,0,pass
Model A,2019,Engine,3905.0,MotoComponentsLtd,2022-08-06 01:04:20.486828928,147.0909937160328,500 hours,Rural,Light,Out of Warranty,0,fail
Model D,2022,Brake,4698.0,DriveLineTech,2022-08-06 15:41:06.822274080,732.8693411751465,1000 hours,Coastal,Moderate,In Warranty,0,fail
Model B,2015,Alternator,744.0,RideEquipCorp,2022-08-07 06:17:53.157719232,281.411359540018,1500 hours,Mountainous,Light,In Warranty,3,pass
Model C,2022,Headlight,4462.0,AutoPartsCo,2022-08-07 20:54:39.493164384,106.51215098745365,500 hours,Rural,Light,Out of Warranty,4,pass
Model B,2017,Brake,4913.0,AutoPartsCo,2022-08-08 11:31:25.828609536,270.09536441130314,1500 hours,Rural,Heavy,In Warranty,1,fail
Model A,2022,Alternator,3848.0,RideEquipCorp,2022-08-09 02:08:12.164054688,890.9292928015401,500 hours,Coastal,Light,In Warranty,1,fail
Model C,2021,Radiator,3733.0,RideEquipCorp,2022-08-09 16:44:58.499499840,1389.564334994192,1000 hours,Mountainous,Light,Out of Warranty,4,pass
,2020,Engine,2021.0,MotoComponentsLtd,2022-08-10 07:21:44.834944992,614.1007276618277,500 hours,Urban,Light,Out of Warranty,3,pass
Model A,2018,Headlight,15530.0,DriveLineTech,2022-08-10 21:58:31.170390144,1706.8668494321932,500 hours,Rural,Moderate,Out of Warranty,3,pass
Model D,2020,Headlight,3299.0,DriveLineTech,2022-08-11 12:35:17.505835264,903.3504760397825,1500 hours,Coastal,Heavy,Out of Warranty,4,pass
Model B,2015,Headlight,4268.0,DriveLineTech,2022-08-12 03:12:03.841280416,1938.0446993754,1500 hours,Rural,Heavy,In Warranty,4,pass
Model C,2017,Engine,3292.0,RideEquipCorp,2022-08-12 17:48:50.176725568,1910.603555415215,1500 hours,Coastal,Moderate,Out of Warranty,2,pass
Model A,2018,Alternator,1918.0,DriveLineTech,2022-08-13 08:25:36.512170720,1557.8886342002893,1000 hours,Coastal,Moderate,In Warranty,3,pass
Model A,2016,Brake,1721.0,MotoComponentsLtd,2022-08-13 23:02:22.847615872,1868.1907174859055,1500 hours,Coastal,Heavy,In Warranty,0,pass
Model C,2021,Alternator,1132.0,RideEquipCorp,2022-08-14 13:39:09.183061024,1428.8373485141676,500 hours,Mountainous,Light,In Warranty,1,fail
Model A,2017,Brake,1778.0,RideEquipCorp,2022-08-15 04:15:55.518506176,1796.3872204828037,1000 hours,Urban,Heavy,Out of Warranty,3,fail
Model D,2019,Headlight,3901.0,DriveLineTech,2022-08-15 18:52:41.853951328,511.1237488642977,1500 hours,Mountainous,Moderate,In Warranty,4,fail
,2015,Alternator,2192.0,AutoPartsCo,2022-08-16 09:29:28.189396480,723.5693903447574,500 hours,Urban,Light,Out of Warranty,0,fail
Model D,2017,Headlight,1198.0,AutoPartsCo,2022-08-17 00:06:14.524841600,1518.21362870948,500 hours,Coastal,Heavy,Out of Warranty,2,pass
Model D,2021,Radiator,,MotoComponentsLtd,2022-08-17 14:43:00.860286752,877.8944145027864,1000 hours,Urban,Light,Out of Warranty,2,fail
Model A,2022,Headlight,4152.0,DriveLineTech,2022-08-18 05:19:47.195731904,16827.8849595781,500 hours,,Light,In Warranty,0,fail
Model C,2017,Headlight,3592.0,DriveLineTech,2022-08-18 19:56:33.531177056,1761.3957995961614,1500 hours,Rural,Moderate,Out of Warranty,0,fail
Model C,2022,Brake,2825.0,,2022-08-19 10:33:19.866622208,634.4724952058035,500 hours,Mountainous,Heavy,Out of Warranty,4,pass
Model C,2021,Radiator,4687.0,RideEquipCorp,2022-08-20 01:10:06.202067360,1655.7290759696684,1500 hours,,Moderate,In Warranty,4,pass
Model C,2019,Headlight,3383.0,DriveLineTech,2022-08-20 15:46:52.537512512,350.81532857704264,1500 hours,Mountainous,Heavy,Out of Warranty,1,pass
Model B,2018,Headlight,4234.0,RideEquipCorp,2022-08-21 06:23:38.872957664,701.6835874968557,1000 hours,Mountainous,Heavy,In Warranty,1,pass
Model C,2016,Radiator,3329.0,DriveLineTech,2022-08-21 21:00:25.208402816,1060.0316546867084,,Mountainous,Light,In Warranty,2,fail
Model B,2019,Radiator,4358.0,MotoComponentsLtd,2022-08-22 11:37:11.543847936,491.5653361025897,,Urban,Light,Out of Warranty,0,pass
Model B,2022,Alternator,2931.0,RideEquipCorp,2022-08-23 02:13:57.879293088,1179.5722676716387,1000 hours,,Light,Out of Warranty,2,fail
Model D,2022,Brake,315.0,DriveLineTech,2022-08-23 16:50:44.214738240,,1000 hours,Rural,Moderate,Out of Warranty,4,pass
Model B,2016,Radiator,2390.0,RideEquipCorp,2022-08-24 07:27:30.550183392,453.4606449592662,1500 hours,Mountainous,Light,Out of Warranty,3,pass
Model A,2018,Radiator,3198.0,MotoComponentsLtd,2022-08-24 22:04:16.885628544,1601.5006225266404,1500 hours,Mountainous,Moderate,In Warranty,4,pass
Model B,2017,Engine,3409.0,RideEquipCorp,2022-08-25 12:41:03.221073696,1281.7067543524188,1500 hours,Rural,Light,Out of Warranty,3,pass
Model D,2016,Radiator,1054.0,DriveLineTech,2022-08-26 03:17:49.556518848,669.6329883086609,1500 hours,Rural,Moderate,Out of Warranty,0,pass
Model B,2015,Brake,2144.0,RideEquipCorp,2022-08-26 17:54:35.891964000,502.76032776706927,500 hours,Coastal,Heavy,In Warranty,0,pass
Model A,2015,Headlight,4767.0,RideEquipCorp,2022-08-27 08:31:22.227409152,1763.5627707272622,500 hours,Rural,Moderate,Out of Warranty,0,pass
Model A,2021,Headlight,3321.0,DriveLineTech,2022-08-27 23:08:08.562854272,1679.6973781880727,1500 hours,Rural,Moderate,Out of Warranty,1,fail
Model A,2019,Headlight,4572.0,AutoPartsCo,2022-08-28 13:44:54.898299424,498.0333159682763,1500 hours,Rural,Moderate,Out of Warranty,1,pass
Model D,2022,Headlight,259.0,RideEquipCorp,2022-08-29 04:21:41.233744576,1194.301917071921,500 hours,Coastal,Heavy,Out of Warranty,3,fail
Model D,2018,Engine,937.0,RideEquipCorp,2022-08-29 18:58:27.569189728,1618.8385616990915,1000 hours,Urban,Moderate,Out of Warranty,2,pass
Model C,2021,Radiator,203.0,MotoComponentsLtd,2022-08-30 09:35:13.904634880,1250.2416827668342,1000 hours,Coastal,Heavy,In Warranty,2,pass
